ID,Name,RAJ2000,DEJ2000,zlambda,lambda,Ng,iLum,MWLc,e_MWLc,dist_to_5th_neighbor_Mpc,neighbor_density_knn,feed_proxy,lensing_tightness,ambient_smoothing_proxy,choke_L1,choke_L2,feed_times_tightness
24993,RMJ130035.4-011609.3,195.1476698,-1.269243,0.3839,28.24,50,19.148,2.67,0.464,48.43549818649086,8.800527144498061e-06,28.24,2.67,8.800527144498061e-06,8567759.494627465,303390.91694856464,75.40079999999999
16958,RMJ125817.7-005353.4,194.573716,-0.89816,0.547,75.67,62,39.397,5.732,1.448,112.61546201171244,7.0017392185871e-07,75.67,5.732,7.0017392185871e-07,619475285.2956522,8186537.403140639,433.74044000000004
40765,RMJ125328.8-013526.4,193.3697965,-1.5906773,0.4184,30.7,57,15.988,2.75,0.557,45.86871835602986,1.0362157371801744e-05,30.7,2.75,1.0362157371801744e-05,8147434.648092051,265388.7507521841,84.425
25766,RMJ125306.9-012923.0,193.2787132,-1.489715,0.4314,41.39,70,22.109,3.825,0.618,45.86871835602986,1.0362157371801744e-05,41.39,3.825,1.0362157371801744e-05,15278358.002053034,369131.6260462197,158.31675
15980,RMJ125451.7-010922.1,193.7155371,-1.1561438,0.5261,71.98,70,39.074,6.159,1.203,79.70585810989837,1.9748279934976216e-06,71.98,6.159,1.9748279934976216e-06,224487814.361405,3118752.6307502775,443.32482
17002,RMJ130136.8-005610.4,195.4033043,-0.9362211,0.4363,41.94,61,32.778,3.93,0.572,75.08446245778484,2.3623800816133993e-06,41.94,3.93,2.3623800816133993e-06,69770398.62587754,1663576.5051472948,164.8242
24140,RMJ130150.3-004337.3,195.4593962,-0.727026,0.4722,38.32,60,23.765,3.243,0.756,106.62637737798418,8.249089906344731e-07,38.32,3.243,8.249089906344731e-07,150649055.12111974,3931342.7745594922,124.27176
27305,RMJ125858.9-002912.7,194.7455598,-0.4868659,0.5156,48.36,57,25.492,3.378,1.004,92.90575651786192,1.2470162928542432e-06,48.36,3.378,1.2470162928542432e-06,131000758.31895667,2708865.9702017508,163.36008
8797,RMJ125828.0-001717.2,194.6164716,-0.2880987,0.3605,32.97,82,26.417,3.182,0.439,46.63713394677144,9.858354705518012e-06,32.97,3.182,9.858354705518012e-06,10641789.94708706,322771.91225620446,104.91054
24792,RMJ130114.1+000238.7,195.308599,0.0440715,0.3846,30.74,60,23.806,2.972,0.44,55.36232892879174,5.89327824122548e-06,30.74,2.972,5.89327824122548e-06,15502285.19008501,504303.35686678626,91.35928
40070,RMJ125804.2-001050.6,194.5176914,-0.1807287,0.375,21.04,46,14.967,1.959,0.416,41.00847835411117,1.4500368379856145e-05,21.04,1.959,1.4500368379856145e-05,2842504.33645941,135100.01599141682,41.21736
23819,RMJ130222.7+001414.3,195.594521,0.237307,0.3695,29.05,72,17.848,2.829,0.423,52.968617891766506,6.728900041172802e-06,29.05,2.829,6.728900041172802e-06,12213355.748657571,420425.32697616424,82.18245
62967,RMJ130115.2+001315.4,195.3135013,0.2209537,0.4073,25.46,58,15.072,2.209,0.505,76.0153559368583,2.276648585491729e-06,25.46,2.209,2.276648585491729e-06,24703478.77068282,970285.8904431587,56.24114
24283,RMJ130051.2+002336.2,195.2134023,0.3933899,0.3217,25.57,74,14.618,2.52,0.406,88.33454273459094,1.4508025299936083e-06,25.57,2.52,1.4508025299936083e-06,44414314.60716014,1736969.6756808814,64.4364
21265,RMJ130215.0+004631.9,195.5626775,0.7755268,0.5751,69.16,51,31.38,5.285,1.597,177.17942443140782,1.7978776780622523e-07,69.16,5.285,1.7978776780622523e-07,2033011502.7288527,29395770.716148827,365.5106
24368,RMJ125327.6+000631.0,193.3650835,0.1086113,0.3631,32.76,82,19.811,3.131,0.474,46.059328243532434,1.0234042142244678e-05,32.76,3.131,1.0234042142244678e-05,10022585.267320633,305939.7212246835,102.57155999999999
20280,RMJ124634.2-001340.0,191.642648,-0.2277728,0.252,25.31,51,17.171,2.448,0.436,91.58273199418888,1.301844808887898e-06,25.31,2.448,1.301844808887898e-06,47593138.27346934,1880408.465960859,61.95887999999999
3946,RMJ124651.2+001749.3,191.7133814,0.2970389,0.0907,31.78,50,26.543,3.131,0.437,51.66197600317851,7.252487015624313e-06,31.78,3.131,7.252487015624313e-06,13719870.133601958,431713.9752549388,99.50318
23536,RMJ125044.7+001313.7,192.686202,0.2204695,0.4444,36.16,68,22.901,3.349,0.595,82.50427596145038,1.780617461195871e-06,36.16,3.349,1.780617461195871e-06,68010026.09435762,1880808.24375989,121.09984
21882,RMJ124934.5+005321.2,192.3935424,0.8892262,0.5069,48.96,54,28.994,4.135,0.953,102.2353350337128,9.35829920402886e-07,48.96,4.135,9.35829920402886e-07,216331617.0879031,4418537.930716976,202.4496
7400,RMJ125558.6+002725.9,193.9943292,0.4571849,0.3681,39.56,78,24.921,3.761,0.438,42.07671947142618,1.3423766290942115e-05,39.56,3.761,1.3423766290942115e-05,11083712.03545126,280174.7228374939,148.78516000000002
36051,RMJ125843.9+010017.9,194.6830459,1.0049758,0.3698,25.01,54,17.532,2.461,0.412,39.796395425839606,1.5866048868744053e-05,25.01,2.461,1.5866048868744053e-05,3879328.1496347887,155111.08155277043,61.54961
15285,RMJ125729.7+011856.9,194.3738656,1.3158025,0.3573,31.98,74,21.265,3.085,0.432,46.12603911322309,1.0189702658191565e-05,31.98,3.085,1.0189702658191565e-05,9682156.909719832,302756.62632019486,98.6583
23236,RMJ125952.5+012923.4,194.9687161,1.4898424,0.38,27.45,57,16.16,2.67,0.424,49.314121253839104,8.338464880609689e-06,27.45,2.67,8.338464880609689e-06,8789567.51025389,320202.8236886663,73.2915
41671,RMJ125524.5+010209.3,193.8522562,1.0359115,0.3801,22.37,44,20.814,2.147,0.421,44.99257403847578,1.0979371495625507e-05,22.37,2.147,1.0979371495625507e-05,4374420.705150187,195548.5339807862,48.028389999999995
4240,RMJ125417.8+011123.4,193.5740165,1.1898411,0.3582,43.39,86,33.181,4.111,0.428,46.63713394677144,9.858354705518012e-06,43.39,4.111,9.858354705518012e-06,18093920.87506828,417006.70373515284,178.37628999999998
15726,RMJ125622.1+012535.2,194.092094,1.4264348,0.3376,30.87,70,24.688,2.996,0.405,77.0632690526974,2.1850315691108507e-06,30.87,2.996,2.1850315691108507e-06,42327315.22393303,1371147.2375747664,92.48652
27239,RMJ125823.4+015022.8,194.5975228,1.8396692,0.3749,24.5,55,21.769,2.346,0.436,46.50386679731276,9.943351727557095e-06,24.5,2.346,9.943351727557095e-06,5780445.223586704,235936.5397382328,57.477000000000004
36929,RMJ125703.6+014146.3,194.2651037,1.6962071,0.4213,28.35,51,19.037,2.432,0.543,98.4506610962232,1.0479585123261513e-06,28.35,2.432,1.0479585123261513e-06,65791917.51299203,2320702.557777497,68.9472
23047,RMJ125414.5+015716.7,193.5606104,1.9546505,0.4501,34.85,50,21.084,2.961,0.66,76.97713364108976,2.192374760409801e-06,34.85,2.961,2.192374760409801e-06,47068070.597889684,1350590.2610585273,103.19085
26338,RMJ125546.5+015851.4,193.9435604,1.9809472,0.2818,23.7,54,20.42,2.334,0.397,94.17307707000865,1.1973461354682592e-06,23.7,2.334,1.1973461354682592e-06,46198670.844974205,1949311.006117055,55.3158
15369,RMJ125705.7+020617.0,194.2738483,2.104735,0.4265,44.2,64,29.744,4.112,0.568,95.67424994462246,1.141865105493531e-06,44.2,4.112,1.141865105493531e-06,159169764.55940023,3601125.895009055,181.7504
31861,RMJ130952.7+020257.2,197.4695984,2.0492143,0.4361,30.0,43,20.85,2.559,0.56,102.62418120147478,9.252325111850211e-07,30.0,2.559,9.252325111850211e-07,82973738.0301027,2765791.26767009,76.77000000000001
32832,RMJ131305.1+032132.7,198.271332,3.3590864,0.3753,23.56,44,10.831,2.119,0.439,75.52857120810374,2.320952180629492e-06,23.56,2.119,2.320952180629492e-06,21509982.16019239,912987.3582424615,49.92364
20527,RMJ130237.0+015141.7,195.6539989,1.8615791,0.401,37.1,74,23.797,3.507,0.503,82.31067699983375,1.7932113488578105e-06,37.1,3.507,1.7932113488578105e-06,72556812.71640046,1955709.2376388265,130.1097
35916,RMJ130008.4+014525.8,195.0350552,1.7571725,0.3538,22.15,60,12.604,2.174,0.416,62.105165210412636,4.174618907306959e-06,22.15,2.174,4.174618907306959e-06,11534969.076030975,520766.09824067616,48.15409999999999
33524,RMJ130119.1+020318.0,195.329552,2.0549917,0.3995,32.44,63,20.668,3.081,0.499,83.67793966559742,1.7067388129195534e-06,32.44,3.081,1.7067388129195534e-06,58560594.76905503,1805197.1260497852,99.94763999999999
21854,RMJ130400.8+022627.5,196.0033189,2.4409836,0.3634,24.56,46,18.483,2.424,0.386,61.96980008827908,4.202035475390348e-06,24.56,2.424,4.202035475390348e-06,14167762.349619295,576863.2878509485,59.53343999999999
9193,RMJ130038.6+022453.6,195.1609591,2.4148956,0.2207,24.09,41,15.956,2.398,0.375,78.66651414972488,2.0541411428199757e-06,24.09,2.398,2.0541411428199757e-06,28122614.749196306,1167397.8725278666,57.76782
29983,RMJ125942.1+023104.3,194.9254701,2.5178606,0.5036,56.69,64,27.597,4.708,1.116,103.7394928357656,8.957104449394201e-07,56.69,4.708,8.957104449394201e-07,297971874.1786595,5256162.889022041,266.89652
15859,RMJ125733.3+022246.1,194.388595,2.3794699,0.4638,45.8,52,25.079,4.126,0.711,108.91308253611142,7.74033665662787e-07,45.8,4.126,7.74033665662787e-07,244137701.4760575,5330517.499477238,188.9708
11182,RMJ130401.7+033217.2,196.0070168,3.5381175,0.1834,22.67,39,13.441,2.182,0.408,82.02013425673988,1.8123353956731491e-06,22.67,2.182,1.8123353956731491e-06,27294031.84316612,1203971.4090501156,49.46594
4700,RMJ130846.7+040432.8,197.1946027,4.0757755,0.3844,56.8,119,44.421,5.247,0.528,79.78236937744946,1.969151862083249e-06,56.8,5.247,1.969151862083249e-06,151349220.81870407,2664598.958075776,298.02959999999996
38708,RMJ121939.3-033715.7,184.9138572,-3.6210339,0.2814,22.83,55,14.583,2.239,0.408,75.86333473168081,2.2903624382106736e-06,22.83,2.239,2.2903624382106736e-06,22318026.67875318,977574.5369580893,51.116369999999996
8219,RMJ122035.1-033546.4,185.1461257,-3.5962212,0.3736,46.29,94,27.231,4.332,0.492,51.28364812757223,7.41418237915375e-06,46.29,4.332,7.41418237915375e-06,27046580.424541455,584285.600011697,200.52828
455,RMJ121937.2-031834.2,184.9050072,-3.3095125,0.3039,87.78,152,54.981,8.013,0.583,58.477094115227715,5.000836437983341e-06,87.78,8.013,5.000836437983341e-06,140652698.548095,1602331.9497390634,703.38114
19428,RMJ122307.8-031529.1,185.7823154,-3.2580962,0.3855,34.25,71,24.629,3.277,0.457,81.94168909802103,1.8175453840886823e-06,34.25,3.277,1.8175453840886823e-06,61752103.1290648,1802981.1132573665,112.23725
46267,RMJ122140.7-030538.3,185.4194448,-3.0939744,0.3601,22.23,54,16.794,2.134,0.423,76.3604468378019,2.2459217281483794e-06,22.23,2.134,2.2459217281483794e-06,21122205.375834852,950166.6835733176,47.43882
32603,RMJ123019.4-030433.1,187.5809986,-3.0758536,0.3039,21.09,49,13.607,2.032,0.406,78.60653953970198,2.058846489244256e-06,21.09,2.032,2.058846489244256e-06,20814995.301437363,986960.4220691022,42.85488
35374,RMJ122634.7-025621.4,186.6447143,-2.9392912,0.3758,22.17,43,18.119,2.051,0.42,65.4116812922493,3.5730086191145726e-06,22.17,2.051,3.5730086191145726e-06,12726157.378055274,574026.0432140403,45.470670000000005
30973,RMJ122444.5-022340.7,186.1855241,-2.3946424,0.4072,30.25,62,20.028,2.836,0.513,90.75442801553965,1.3378164386119125e-06,30.25,2.836,1.3378164386119125e-06,64126136.833101474,2119872.2920033545,85.789
21406,RMJ122817.8-020910.2,187.0741827,-2.1528396,0.4485,34.16,47,22.226,2.817,0.654,79.20497569687123,2.0125311210301285e-06,34.16,2.817,2.0125311210301285e-06,47814773.6422305,1399729.9075594412,96.22872
4391,RMJ121649.1-030755.1,184.2044556,-3.1319822,0.1056,23.74,34,21.772,2.383,0.385,81.66384681329048,1.8361599012193095e-06,23.74,2.383,1.8361599012193095e-06,30810181.598254513,1297817.2535069298,56.572419999999994
47677,RMJ121635.4-025924.0,184.1473153,-2.9900137,0.4404,29.6,48,16.967,2.375,0.577,65.23300181737731,3.602449557848733e-06,29.6,2.375,3.602449557848733e-06,19514499.473514043,659273.6308619609,70.3
2728,RMJ122022.4-024027.6,185.0934129,-2.6743423,0.4386,90.57,112,52.316,8.016,0.841,83.36542438063506,1.7260052166790904e-06,90.57,8.016,1.7260052166790904e-06,420629736.7958559,4644250.15784317,726.0091199999999
12979,RMJ121947.7-023240.0,184.9487081,-2.5444562,0.3007,31.19,73,26.381,3.027,0.407,55.71796227227062,5.781151161734878e-06,31.19,3.027,5.781151161734878e-06,16331026.011723876,523598.14080551063,94.41213
22892,RMJ121959.1-022611.6,184.9961242,-2.4365534,0.3631,27.14,71,19.614,2.661,0.425,64.28505605340806,3.76417598157345e-06,27.14,2.661,3.76417598157345e-06,19186015.838136178,706927.628523809,72.21954000000001
11533,RMJ121812.4-022547.8,184.5518712,-2.4299517,0.4905,51.55,56,28.256,4.221,1.012,101.62284396546416,9.52853132231991e-07,51.55,4.221,9.52853132231991e-07,228358959.67545894,4429853.727942948,217.59255
9141,RMJ121834.0-021037.3,184.6415583,-2.1770159,0.286,34.04,73,23.184,3.28,0.416,56.713541789033876,5.482008314314125e-06,34.04,3.28,5.482008314314125e-06,20366842.514351256,598320.8729245375,111.65119999999999
20006,RMJ121459.5-021622.9,183.7479192,-2.2730264,0.4404,38.43,51,23.474,3.491,0.617,71.17264789407702,2.7737072991204906e-06,38.43,3.491,2.7737072991204906e-06,48368164.16877883,1258604.3239338752,134.15913
19138,RMJ121421.0-021839.4,183.5874659,-2.3109481,0.29,23.36,65,19.141,2.304,0.392,68.49989099093948,3.1112173991968704e-06,23.36,2.304,3.1112173991968704e-06,17299157.562532745,740546.1285330798,53.821439999999996
30695,RMJ121311.9-020010.4,183.2997213,-2.0028808,0.3464,21.06,59,14.668,2.029,0.422,67.10192745927496,3.3097486559338507e-06,21.06,2.029,3.3097486559338507e-06,12910569.484903516,613037.4874123227,42.73074
5955,RMJ122236.6-021445.1,185.6526401,-2.2458726,0.3822,50.73,90,33.624,4.727,0.496,77.29193093515767,2.1656961705010434e-06,50.73,4.727,2.1656961705010434e-06,110726847.68358853,2182669.972079411,239.80071
31977,RMJ122332.1-020917.4,185.8837923,-2.1548422,0.4484,36.95,55,22.86,3.225,0.68,71.17264789407702,2.7737072991204906e-06,36.95,3.225,2.7737072991204906e-06,42961905.18652974,1162703.7939520904,119.16375000000001
7123,RMJ122330.1-015511.4,185.8755912,-1.9198352,0.3059,33.15,83,26.198,3.197,0.416,45.5880254253088,1.0554742793890817e-05,33.15,3.197,1.0554742793890817e-05,10041035.776006073,302897.00681767944,105.98055
8596,RMJ122351.6-012941.2,185.9648152,-1.4947683,0.4029,49.32,71,33.494,4.578,0.54,77.73218641035325,2.129106322160218e-06,49.32,4.578,2.129106322160218e-06,106047761.75335093,2150197.9268724844,225.78696000000002
4057,RMJ122242.7-013041.6,185.6777403,-1.511547,0.303,45.42,100,32.789,4.295,0.449,53.64175753333123,6.478746746144324e-06,45.42,4.295,6.478746746144324e-06,30110592.008569665,662936.856199244,195.0789
25591,RMJ122304.7-012344.9,185.7696636,-1.395809,0.2759,22.05,50,13.319,2.057,0.428,47.56780406207384,9.29096215690252e-06,22.05,2.057,9.29096215690252e-06,4881824.8566757,221397.95268370523,45.35685
33355,RMJ122149.6-013703.5,185.4567994,-1.6176364,0.2609,20.4,50,15.599,1.931,0.4,64.42230335966747,3.740169241429704e-06,20.4,1.931,3.740169241429704e-06,10532250.670277689,516286.7975626319,39.392399999999995
1790,RMJ122157.8-010803.2,185.4907937,-1.1342195,0.2663,52.22,96,43.779,4.921,0.452,50.70831631697898,7.66941833988656e-06,52.22,4.921,7.66941833988656e-06,33506402.78201345,641639.2719650221,256.97462
22167,RMJ122001.9-011123.3,185.0078879,-1.1897929,0.3132,24.52,63,22.294,2.425,0.392,58.73231811399168,4.9359252350035954e-06,24.52,2.425,4.9359252350035954e-06,12046576.309204707,491295.93430688046,59.46099999999999
14177,RMJ122450.7-004040.7,186.2112615,-0.6779764,0.4659,55.35,90,37.757,5.016,0.789,80.50473214249423,1.9166189242376093e-06,55.35,5.016,1.9166189242376093e-06,144856964.7774075,2617108.668065176,277.6356
19484,RMJ122219.1-003357.1,185.579453,-0.5658589,0.4602,42.03,58,24.38,3.878,0.643,81.0816391021523,1.875998303446897e-06,42.03,3.878,1.875998303446897e-06,86882989.02004512,2067166.048537833,162.99234
51555,RMJ123532.2-014025.5,188.8841073,-1.6737474,0.5046,44.78,42,24.502,3.014,0.887,105.84289340902427,8.433636709963297e-07,44.78,3.014,8.433636709963297e-07,160034069.0992218,3573784.4818941895,134.96692
29104,RMJ123343.6-013416.6,188.4317626,-1.5712896,0.4405,36.81,57,22.864,3.281,0.644,97.35634666338211,1.0836953120226582e-06,36.81,3.281,1.0836953120226582e-06,111446094.35892333,3027603.7587319566,120.77361000000002
36378,RMJ123259.4-013102.3,188.2473445,-1.5172954,0.5104,50.48,52,21.546,3.629,1.066,119.4884100032261,5.861687393314241e-07,50.48,3.629,5.861687393314241e-07,312524206.2702732,6191050.044973717,183.19191999999998
8460,RMJ123741.5-012138.2,189.423107,-1.3605979,0.1523,26.14,51,24.019,2.579,0.427,51.39031032677299,7.368113026513536e-06,26.14,2.579,7.368113026513536e-06,9149569.198709708,350021.77500802244,67.41506000000001
24383,RMJ123634.6-010808.7,189.1441782,-1.1357584,0.4258,34.5,52,20.79,3.229,0.536,68.50733536712414,3.1102032644678517e-06,34.5,3.229,3.1102032644678517e-06,35817755.473631516,1038195.810829899,111.40050000000001
16324,RMJ123709.3-004851.9,189.2888798,-0.8144238,0.2427,26.4,49,22.742,2.61,0.396,59.49796661640306,4.7478132594039445e-06,26.4,2.61,4.7478132594039445e-06,14512786.463014854,549726.7599626839,68.904
32485,RMJ123059.4-013616.0,187.7475501,-1.6044515,0.468,41.86,53,18.973,3.548,0.797,91.10155333001927,1.3225821408858045e-06,41.86,3.548,1.3225821408858045e-06,112294938.36997424,2682631.1125173015,148.51928
8123,RMJ123048.2-011633.0,187.7007626,-1.2758381,0.155,28.35,40,23.851,2.804,0.401,44.23157157998364,1.1555876416623325e-05,28.35,2.804,1.1555876416623325e-05,6879045.529220734,242647.10861448798,79.4934
21640,RMJ123058.2-011151.9,187.742476,-1.1977471,0.2729,21.13,38,18.549,2.005,0.389,64.42230335966747,3.740169241429704e-06,21.13,2.005,3.740169241429704e-06,11327201.328409795,536071.9985049595,42.365649999999995
22994,RMJ123457.2-004740.2,188.7384321,-0.7944933,0.2293,22.02,44,18.36,2.149,0.385,65.53977784877213,3.552099356850618e-06,22.02,2.149,3.552099356850618e-06,13321975.329529068,604994.3383074055,47.32098
4446,RMJ123219.7-004235.1,188.08209,-0.7097478,0.1837,28.84,41,16.622,2.852,0.37,83.22636778157838,1.7346712319192857e-06,28.84,2.852,1.7346712319192857e-06,47416293.35087005,1644115.580820737,82.25168
19696,RMJ124305.2+000817.6,190.7717939,0.1382214,0.477,45.95,60,27.995,4.118,0.759,116.9779958534692,6.247229643946793e-07,45.95,4.118,6.247229643946793e-07,302889617.9338395,6591721.826634156,189.22210000000004
20831,RMJ124218.5+000945.7,190.5769659,0.1626896,0.3523,28.59,74,22.867,2.791,0.421,79.74422819390053,1.9719787141080094e-06,28.59,2.791,1.9719787141080094e-06,40464275.51632765,1415329.6787802605,79.79469
60902,RMJ124220.4+003207.7,190.5848478,0.5354626,0.4194,23.73,54,12.878,2.149,0.483,68.50733536712414,3.1102032644678517e-06,23.73,2.149,3.1102032644678517e-06,16396282.063810788,690951.6251079135,50.99577
1401,RMJ123755.4-001628.9,189.4806421,-0.274699,0.1366,43.86,61,28.643,4.216,0.478,89.68574313276677,1.3862123600616889e-06,43.86,4.216,1.3862123600616889e-06,133394972.75278299,3041381.0477150707,184.91376
48970,RMJ124155.4+003304.8,190.4807729,0.5513375,0.4264,25.6,47,15.166,2.257,0.517,78.32392326164405,2.0812138160388435e-06,25.6,2.257,2.0812138160388435e-06,27762260.44374944,1084463.2985839625,57.7792
18446,RMJ124115.3+003651.6,190.3137667,0.6143424,0.2653,22.14,42,14.162,2.163,0.384,98.71665731965284,1.0395100120335894e-06,22.14,2.163,1.0395100120335894e-06,46068647.194956094,2080788.0395192455,47.888819999999996
33240,RMJ123725.4+003657.0,189.3556718,0.6158277,0.393,36.28,95,25.105,3.434,0.51,65.47192883548303,3.563154000436306e-06,36.28,3.434,3.563154000436306e-06,34964955.20113489,963752.8997005207,124.58552000000002
3649,RMJ122644.9-003717.9,186.6870178,-0.6216255,0.1629,35.08,49,25.519,3.415,0.423,61.560756687519735,4.2863551467473e-06,35.08,3.415,4.2863551467473e-06,27948734.040600635,796714.1972805199,119.7982
31277,RMJ122706.2-002307.9,186.7757231,-0.3855351,0.3599,20.57,43,16.178,1.947,0.396,67.40007914621631,3.2660195530605487e-06,20.57,1.947,3.2660195530605487e-06,12262568.961802391,596138.5008168396,40.04979
15432,RMJ123045.6+001417.9,187.690131,0.2383021,0.4002,35.32,70,19.634,3.373,0.466,51.795347148052144,7.196606478334166e-06,35.32,3.373,7.196606478334166e-06,16554241.274503678,468693.1278172049,119.13436000000002
25361,RMJ122513.3-002637.5,186.3053334,-0.4437599,0.2849,21.38,44,19.806,2.064,0.392,70.88909690177148,2.8071244637883243e-06,21.38,2.064,2.8071244637883243e-06,15720115.217280785,735271.9933246392,44.12832
6051,RMJ122443.3-002507.0,186.1802387,-0.418613,0.1601,27.33,42,18.66,2.704,0.409,69.1005735899771,3.0307843976870965e-06,27.33,2.704,3.0307843976870965e-06,24383232.293394428,892178.2763774033,73.90032
11306,RMJ122521.1-000832.8,186.3378429,-0.1424345,0.4693,46.43,61,27.666,4.29,0.658,80.9174768517604,1.8874393418308923e-06,46.43,4.29,1.8874393418308923e-06,105531709.32994477,2272920.726468765,199.1847
2465,RMJ122637.0+001542.5,186.6540623,0.261804,0.3654,60.98,122,35.908,5.648,0.482,57.09045012714885,5.374147703092531e-06,60.98,5.648,5.374147703092531e-06,64087378.87903747,1050957.3446873971,344.41504
12301,RMJ122917.9+003649.7,187.3247452,0.6137931,0.3933,34.79,57,28.164,3.336,0.435,55.85502163819369,5.738697422482255e-06,34.79,3.336,5.738697422482255e-06,20224004.06498499,581316.5870935611,116.05944
29221,RMJ123310.1+001059.2,188.2919617,0.1831243,0.409,28.81,54,16.065,2.738,0.477,63.31791865974683,3.939309543191143e-06,28.81,2.738,3.939309543191143e-06,20024265.45442268,695045.6596467436,78.88177999999999
23005,RMJ123416.0+004028.6,188.5668384,0.6746114,0.3308,23.12,57,15.733,2.277,0.396,83.96301765650193,1.6894132009247392e-06,23.12,2.277,1.6894132009247392e-06,31161257.631456867,1347805.260876162,52.64424
37539,RMJ123322.1+004344.7,188.3421661,0.7290703,0.3987,23.53,53,14.385,2.2,0.446,39.77886509922487,1.5887034355095966e-05,23.53,2.2,1.5887034355095966e-05,3258380.3145988295,138477.70142791455,51.766000000000005
23741,RMJ123753.8+010150.1,189.4741009,1.0305784,0.4224,31.19,60,19.037,2.867,0.552,65.41031580792028,3.573232390658892e-06,31.19,2.867,3.573232390658892e-06,25025444.813991215,802354.75517766,89.42173
5450,RMJ123307.3+013149.4,188.2802932,1.5303764,0.4025,56.49,94,31.394,5.203,0.566,40.62337341904047,1.491667560345813e-05,56.49,5.203,1.491667560345813e-05,19703952.664349772,348804.26030004903,293.91747000000004
13345,RMJ123303.4+014657.8,188.2641808,1.7827259,0.3659,33.02,76,22.168,3.179,0.425,64.81581661240216,3.6724594470103757e-06,33.02,3.179,3.6724594470103757e-06,28583182.8818295,865632.4313091914,104.97058
71499,RMJ123136.4+015325.8,187.90173,1.8904919,0.4109,24.96,47,15.866,2.157,0.495,55.78672879384669,5.759798781737647e-06,24.96,2.157,5.759798781737647e-06,9347326.536945038,374492.2490763236,53.83872
22349,RMJ123223.2+020237.8,188.0965309,2.0438313,0.3631,27.3,71,22.382,2.676,0.409,69.44061864584582,2.9864775613920737e-06,27.3,2.676,2.9864775613920737e-06,24461861.33939921,896038.87690107,73.0548
21060,RMJ121009.8-020519.0,182.5407236,-2.0886209,0.4641,53.67,72,30.828,4.791,0.813,72.72418956071722,2.599940022967428e-06,53.67,4.791,2.599940022967428e-06,98899577.57814837,1842734.8160638788,257.13297
45090,RMJ121149.8-015349.6,182.9575011,-1.8971037,0.4847,42.06,51,21.313,3.078,0.853,66.26774942494822,3.436317911184495e-06,42.06,3.078,3.436317911184495e-06,37674244.160772376,895726.2044881687,129.46068
44787,RMJ121230.7-013521.6,183.1278299,-1.5893351,0.4678,40.61,55,20.502,3.086,0.818,80.65861163376083,1.9056703335197948e-06,40.61,3.086,1.9056703335197948e-06,65762927.50935991,1619377.6781423273,125.32245999999999
25209,RMJ120922.6-015241.6,182.3443032,-1.8782323,0.4385,42.06,66,18.511,3.789,0.698,64.59285382311525,3.7106208578782904e-06,42.06,3.789,3.7106208578782904e-06,42948429.953882195,1021122.9185421348,159.36534
43024,RMJ121153.3-012556.7,182.9722864,-1.4324139,0.5038,44.61,47,19.558,3.103,0.914,89.17114040517728,1.4103504370590759e-06,44.61,3.103,1.4103504370590759e-06,98149244.58679184,2200162.3982692636,138.42483000000001
27020,RMJ121022.8-013338.1,182.5949837,-1.5605742,0.405,32.31,61,18.346,2.972,0.536,93.50270882822977,1.2232843553088237e-06,32.31,2.972,1.2232843553088237e-06,78497954.7750024,2429525.062674169,96.02532000000001
8026,RMJ121505.3-012739.4,183.772089,-1.4609552,0.1968,30.35,50,22.942,2.976,0.398,80.94284350552002,1.8856653857172032e-06,30.35,2.976,1.8856653857172032e-06,47899060.29146663,1578222.7443646337,90.3216
14222,RMJ120829.1-012358.0,182.121367,-1.3994524,0.475,58.0,64,33.614,5.196,0.811,81.42882907552928,1.8521042597543003e-06,58.0,5.196,1.8521042597543003e-06,162716541.69186965,2805457.615377063,301.368
6023,RMJ120758.7-005446.6,181.9946348,-0.9129319,0.3846,53.85,113,35.717,4.989,0.526,66.18388581292763,3.449397258837566e-06,53.85,4.989,3.449397258837566e-06,77885389.77691905,1446339.6430254236,268.65765
49370,RMJ121011.5-005059.2,182.548039,-0.8497889,0.5,43.21,60,22.692,3.533,0.924,93.36780527109215,1.2285944500730589e-06,43.21,3.533,1.2285944500730589e-06,124256568.13843003,2875643.789364268,152.66093
16003,RMJ121342.7-003445.6,183.4279315,-0.5793291,0.2529,22.47,46,13.277,2.181,0.403,54.619521398989875,6.137002906886596e-06,22.47,2.181,6.137002906886596e-06,7985505.423992394,355385.19910958584,49.00707
5475,RMJ120954.7-003327.6,182.4778745,-0.5576665,0.1823,28.84,52,28.809,2.844,0.4,77.61424331160163,2.138827289857096e-06,28.84,2.844,2.138827289857096e-06,38348566.23953034,1329700.6324386385,82.02096
2972,RMJ121025.5-001440.9,182.6061788,-0.244692,0.328,54.16,104,40.918,5.065,0.458,67.27508756132407,3.2842573834311907e-06,54.16,5.065,3.2842573834311907e-06,83525853.17579673,1542205.560852968,274.3204
39224,RMJ121713.6-002304.7,184.3064992,-0.3846282,0.3595,21.83,63,14.029,2.127,0.417,59.075750018854485,4.850340947112747e-06,21.83,2.127,4.850340947112747e-06,9573019.815780109,438525.8733751768,46.43240999999999
47136,RMJ121941.6-000751.9,184.9232739,-0.1310716,0.3588,22.08,51,12.744,2.162,0.405,58.87035077031874,4.9012869511910895e-06,22.08,2.162,4.9012869511910895e-06,9739678.675291428,441108.6356563147,47.736959999999996
